MD_ID,ID_stats,number_arm,Trial_Reg_No,Prospective_Registr,Full_text_link,name_study,First_author,Journal_abbrv,Year,Type_publication,Pub_date_online,Blinding,Start_date,Center,Funding,Fund_Source,Research_question,Countries,Treatment_control,stats_name,n_Randomized,n_Analyzed_,All_cause_mortality_events_D28,mortality_d28_N,mort_D28_TP,Definition_of_clinical_improvement,Clinical_improvement_D28_n,clinic_imp_d28_N,clin_imp_D28_TP,SCORE_7_and_above_D28,score7_d28_N,score7_D28_TP,Total_AE,Serious_AE,safety_N,Safety_timepoint,ROB_6_for_website,Blind,Fund,Sample_size,HIC_LIC,Comment_HIC_LIC,CAF_mort,CAF_CI,CAF_WHO7,CAF_AE,CAF_SAE,Same_analysis,What_changed,new_outcome,del_outcome,unchanged,change_events,Status
335_preprint,335,2,NCT04860284,No,https://www.researchsquare.com/article/rs-506195/v1,*,Byakika-Kibwika P,Research Square ,2021,preprint,6/4/2021,Unblinded,9/18/2020,Single,Public/non profit,Government of Uganda through the Makerere University Research and Innovation Fund,Outpatients,Uganda,Control,Standard care,50,50,*,*,*,*,*,*,*,*,*,*,27,0,50,10,Some concerns,unblinded,Other,105,LIC_MIC,,,,,,,,,,,,,consistent
335_pub,335,1,NCT04860284,No,https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-021-06897-9 https://www.researchsquare.com/article/rs-506195/v1,HONEST ,Byakika-Kibwika P,BMC Infect Dis,2021,published paper,12/6/2021,Unblinded,9/18/2020,Single,Public/non profit,Government of Uganda through the Makerere University Research and Innovation Fund,Outpatients,Uganda,Treatment,Hydroxychloroquine,55,55,*,*,*,*,*,*,*,*,*,*,33,0,55,10,Some concerns,unblinded,Other,105,LIC_MIC,,,,,,,,,,,,,consistent
335_pub,335,2,NCT04860284,No,https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-021-06897-9 https://www.researchsquare.com/article/rs-506195/v1,HONEST ,Byakika-Kibwika P,BMC Infect Dis,2021,published paper,12/6/2021,Unblinded,9/18/2020,Single,Public/non profit,Government of Uganda through the Makerere University Research and Innovation Fund,Outpatients,Uganda,Control,Standard care,50,50,*,*,*,*,*,*,*,*,*,*,27,0,50,10,Some concerns,unblinded,Other,105,LIC_MIC,,,,,,,,,,,,,consistent
336_preprint,336,3,CTRI/2020/06/025575,Yes,https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Singh B,medRxiv,2021,preprint,6/8/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Severe/Critical,India,Treatment,HCQ+RBV,23,20,3,20,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,71,LIC_MIC,,N,,,,,,,,,,,consistent
336_preprint,336,3,CTRI/2020/06/025575,Yes,https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Singh B,medRxiv,2021,preprint,6/8/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Severe/Critical,India,Treatment,LPV/r+RBV,24,22,5,22,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,71,LIC_MIC,,N,,,,,,,,,,,consistent
336_preprint,336,3,CTRI/2020/06/025575,Yes,https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Singh B,medRxiv,2021,preprint,6/8/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Severe/Critical,India,Control,Standard care,24,21,6,21,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,71,LIC_MIC,,N,,,,,,,,,,,consistent
336_pub,336,3,CTRI/2020/06/025575,Yes,https://www.dovepress.com/antiviral-combination-clinically-better-than-standard-therapy-in-sever-peer-reviewed-fulltext-article-CPAA; https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Panda PK,Clin Pharmacol,2021,published paper,9/29/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Severe/Critical,India,Treatment,HCQ+RBV,23,20,3,20,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,71,LIC_MIC,,N,,,,,,,,,,,consistent
336_pub,336,3,CTRI/2020/06/025575,Yes,https://www.dovepress.com/antiviral-combination-clinically-better-than-standard-therapy-in-sever-peer-reviewed-fulltext-article-CPAA; https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Panda PK,Clin Pharmacol,2021,published paper,9/29/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Severe/Critical,India,Treatment,LPV/r+RBV,24,22,5,22,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,71,LIC_MIC,,N,,,,,,,,,,,consistent
336_pub,336,3,CTRI/2020/06/025575,Yes,https://www.dovepress.com/antiviral-combination-clinically-better-than-standard-therapy-in-sever-peer-reviewed-fulltext-article-CPAA; https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Panda PK,Clin Pharmacol,2021,published paper,9/29/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Severe/Critical,India,Control,Standard care,24,21,6,21,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,71,LIC_MIC,,N,,,,,,,,,,,consistent
337_preprint,337,2,CTRI/2020/06/025575,Yes,https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Singh B(2),medRxiv,2021,preprint,6/8/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Mild/Moderate,India,Treatment,HCQ+RBV,20,17,0,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,40,LIC_MIC,,N,,,,,,,,,,,consistent
337_preprint,337,2,CTRI/2020/06/025575,Yes,https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Singh B(2),medRxiv,2021,preprint,6/8/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Mild/Moderate,India,Control,Standard care,20,16,0,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,40,LIC_MIC,,N,,,,,,,,,,,consistent
337_pub,337,1,CTRI/2020/06/025575,Yes,https://www.dovepress.com/antiviral-combination-clinically-better-than-standard-therapy-in-sever-peer-reviewed-fulltext-article-CPAA; https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Panda PK(2),Clin Pharmacol,2021,published paper,9/29/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Mild/Moderate,India,Treatment,HCQ+RBV,20,17,0,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,40,LIC_MIC,,N,,,,,,,,,,,consistent
337_pub,337,2,CTRI/2020/06/025575,Yes,https://www.dovepress.com/antiviral-combination-clinically-better-than-standard-therapy-in-sever-peer-reviewed-fulltext-article-CPAA; https://www.medrxiv.org/content/10.1101/2021.06.06.21258091v1,*,Panda PK(2),Clin Pharmacol,2021,published paper,9/29/2021,Unblinded,6/15/2020,Single,No specific funding,Non-funded,Mild/Moderate,India,Control,Standard care,20,16,0,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,40,LIC_MIC,,N,,,,,,,,,,,consistent
342_preprint,342,2,NCT04753619,No,https://www.medrxiv.org/content/10.1101/2021.06.10.21258709v1,*,Abdulamir A,medRxiv,2021,preprint,6/17/2021,Unblinded,1/1/2021,Multicenter,No specific funding,Funding Statement: none,Mild to severe,Iraq,Treatment,Niclosamide,75,75,3,*,*,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,150,LIC_MIC,,N,,,,,,,,,,,consistent
342_preprint,342,2,NCT04753619,No,https://www.medrxiv.org/content/10.1101/2021.06.10.21258709v1,*,Abdulamir A,medRxiv,2021,preprint,6/17/2021,Unblinded,1/1/2021,Multicenter,No specific funding,Funding Statement: none,Mild to severe,Iraq,Control,Standard care,75,75,3,*,*,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,150,LIC_MIC,,N,,,,,,,,,,,consistent
342_pub,342,1,NCT04753619,No,https://www.sciencedirect.com/science/article/pii/S2049080121007299?via%3Dihub https://www.medrxiv.org/content/10.1101/2021.06.10.21258709v1,*,Abdulamir A,Ann Med Surg,2021,published paper,9/4/2021,Unblinded,1/1/2021,Multicenter,No specific funding,None,Mild to severe,Iraq,Treatment,Niclosamide,75,75,3,*,30,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,150,LIC_MIC,,N,,,,,,,,,,,consistent
342_pub,342,2,NCT04753619,No,https://www.sciencedirect.com/science/article/pii/S2049080121007299?via%3Dihub https://www.medrxiv.org/content/10.1101/2021.06.10.21258709v1,*,Abdulamir A,Ann Med Surg,2021,published paper,9/4/2021,Unblinded,1/1/2021,Multicenter,No specific funding,None,Mild to severe,Iraq,Control,Standard care,75,75,3,*,30,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,150,LIC_MIC,,N,,,,,,,,,,,consistent
364_preprint,364,2,RBR-5vpyh4,Yes,https://www.medrxiv.org/content/10.1101/2021.07.21.21260963v1,BISHOP ,Resende GG,medRxiv,2021,preprint,7/23/2021,Unblinded,9/1/2020,Single,Mixed,Novartis Brazil; National Council for Scientific and Technological Development (CNPq),Unclear severity,Brazil,Treatment,Secukinumab,25,25,1,*,28,WHO scale ���������1 (on both the 8- and 10-point scale this indicated asymptomatic. with or without viral RNA dete,*,*,*,*,*,*,*,5,25,28,Some concerns,unblinded,Industry_Mixed,50,LIC_MIC,,,,,,,,,,,,,consistent
364_preprint,364,2,RBR-5vpyh4,Yes,https://www.medrxiv.org/content/10.1101/2021.07.21.21260963v1,BISHOP ,Resende GG,medRxiv,2021,preprint,7/23/2021,Unblinded,9/1/2020,Single,Mixed,Novartis Brazil; National Council for Scientific and Technological Development (CNPq),Unclear severity,Brazil,Control,Standard care,25,23,1,*,28,WHO scale ���������1 (on both the 8- and 10-point scale this indicated asymptomatic. with or without viral RNA dete,*,*,*,*,*,*,*,6,23,28,Some concerns,unblinded,Industry_Mixed,50,LIC_MIC,,,,,,,,,,,,,consistent
364_pub,364,1,RBR-5vpyh4,Yes,https://www.tandfonline.com/doi/full/10.1080/23744235.2022.2066171?scroll=top&needAccess=true https://www.medrxiv.org/content/10.1101/2021.07.21.21260963v1,BISHOP ,Resende GG,Infect Dis,2022,published paper,4/29/2022,Unblinded,9/1/2020,Single,Mixed,Novartis Brazil; National Council for Scientific and Technological Development (CNPq),Unclear severity,Brazil,Treatment,Secukinumab,25,25,1,*,28,WHO scale ���������1 (on both the 8- and 10-point scale this indicated asymptomatic. with or without viral RNA dete,*,*,*,*,*,*,*,5,25,28,Some concerns,unblinded,Industry_Mixed,50,LIC_MIC,,,,,,,,,,,,,consistent
364_pub,364,2,RBR-5vpyh4,Yes,https://www.tandfonline.com/doi/full/10.1080/23744235.2022.2066171?scroll=top&needAccess=true https://www.medrxiv.org/content/10.1101/2021.07.21.21260963v1,BISHOP ,Resende GG,Infect Dis,2022,published paper,4/29/2022,Unblinded,9/1/2020,Single,Mixed,Novartis Brazil; National Council for Scientific and Technological Development (CNPq),Unclear severity,Brazil,Control,Standard care,25,23,1,*,28,WHO scale ���������1 (on both the 8- and 10-point scale this indicated asymptomatic. with or without viral RNA dete,*,*,*,*,*,*,*,6,23,28,Some concerns,unblinded,Industry_Mixed,50,LIC_MIC,,,,,,,,,,,,,consistent
367_preprint,367,4,NCT04359095,Yes,https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,medRxiv,2021,preprint,7/10/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Treatment,Tenofovir/Emtricitabine,163,160,22,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
367_preprint,367,4,NCT04359095,Yes,https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,medRxiv,2021,preprint,7/10/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Treatment,CLC+ROSU,161,153,22,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
367_preprint,367,4,NCT04359095,Yes,https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,medRxiv,2021,preprint,7/10/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Treatment,EMT/TNF+CLC+ROSU,163,159,17,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
367_preprint,367,4,NCT04359095,Yes,https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,medRxiv,2021,preprint,7/10/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Control,Standard care,162,161,28,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
367_pub,367,4,NCT04359095,Yes,https://bit.ly/3vtVCzK https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,eClinicalMedicine,2021,published paper,12/20/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Treatment,Tenofovir/Emtricitabine,163,160,22,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
367_pub,367,4,NCT04359095,Yes,https://bit.ly/3vtVCzK https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,eClinicalMedicine,2021,published paper,12/20/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Treatment,CLC+ROSU,161,153,22,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
367_pub,367,4,NCT04359095,Yes,https://bit.ly/3vtVCzK https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,eClinicalMedicine,2021,published paper,12/20/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Treatment,EMT/TNF+CLC+ROSU,163,159,17,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
367_pub,367,4,NCT04359095,Yes,https://bit.ly/3vtVCzK https://www.medrxiv.org/content/10.1101/2021.07.06.21260085v1,*,Gaitan-Duarte H,eClinicalMedicine,2021,published paper,12/20/2021,Unblinded,8/24/2020,Multicenter,Public/non profit,"Colombian Ministry of Science and Technology, Universidad Nacional de Colombia, and Pontificia Universidad Javeriana",Mild to critical,Colombia,Control,Standard care,162,161,28,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Other,649,LIC_MIC,,N,,,,,,,,,,,consistent
369_preprint,369,2,NCT04362085; NCT04444700,Yes,https://www.medrxiv.org/content/10.1101/2021.07.08.21259351v3,RAPID,Sholzberg M,medRxiv,2021,preprint,7/8/2021,Unblinded,5/29/2020,Multicenter,Public/non profit,"Task 54, Department of National Defence; St. Michael���s Hospital Foundation; St. Joseph���s Health Centre Foundation; 2020 TD Community Health Solutions Fund ��� COVID-19 Research Grant; Michael Garron Hospital; The Ottawa Hospital Foundation COVID-19 Emergency Response Fund; INVENT Kickstarter Award; Science Foundation Ireland, Enterprise Ireland, IDA Ireland COVID-19 Rapid Response Funding; SEAMO COVID-19 Innovation Fund; National Institute of General Medical Sciences, NIH; University of Vermont Medical Center Fund Grant; King Saud University",Moderate/Severe,"Brazil, Canada, Ireland, Saudi Arabia, UAE, USA",Treatment,Therapeutic heparin,228,228,4,*,28,*,*,*,*,23,*,28,*,*,*,*,Some concerns,unblinded,Other,465,Mixed,,N,,,,,,,,,,,consistent
369_preprint,369,2,NCT04362085; NCT04444700,Yes,https://www.medrxiv.org/content/10.1101/2021.07.08.21259351v3,RAPID,Sholzberg M,medRxiv,2021,preprint,7/8/2021,Unblinded,5/29/2020,Multicenter,Public/non profit,"Task 54, Department of National Defence; St. Michael���s Hospital Foundation; St. Joseph���s Health Centre Foundation; 2020 TD Community Health Solutions Fund ��� COVID-19 Research Grant; Michael Garron Hospital; The Ottawa Hospital Foundation COVID-19 Emergency Response Fund; INVENT Kickstarter Award; Science Foundation Ireland, Enterprise Ireland, IDA Ireland COVID-19 Rapid Response Funding; SEAMO COVID-19 Innovation Fund; National Institute of General Medical Sciences, NIH; University of Vermont Medical Center Fund Grant; King Saud University",Moderate/Severe,"Brazil, Canada, Ireland, Saudi Arabia, UAE, USA",Control,Prophylactic Heparin,237,237,18,*,28,*,*,*,*,38,*,28,*,*,*,*,Some concerns,unblinded,Other,465,Mixed,,N,,,,,,,,,,,consistent
369_pub,369,1,NCT04362085; NCT04444700,Yes,https://www.bmj.com/content/375/bmj.n2400 https://www.medrxiv.org/content/10.1101/2021.07.08.21259351v3,RAPID,Sholzberg M,BMJ,2021,published paper,10/14/2021,Unblinded,5/29/2020,Multicenter,Public/non profit,"Task 54, Department of National Defence; St. Michael���s Hospital Foundation; St. Joseph���s Health Centre Foundation; 2020 TD Community Health Solutions Fund ��� COVID-19 Research Grant; Michael Garron Hospital; The Ottawa Hospital Foundation COVID-19 Emergency Response Fund; INVENT Kickstarter Award; Science Foundation Ireland, Enterprise Ireland, IDA Ireland COVID-19 Rapid Response Funding; SEAMO COVID-19 Innovation Fund; National Institute of General Medical Sciences, NIH; University of Vermont Medical Center Fund Grant; King Saud University",Moderate/Severe,"Brazil, Canada, Ireland, Saudi Arabia, UAE, USA",Treatment,Therapeutic heparin,228,228,4,*,28,*,*,*,*,23,*,28,*,*,*,*,Some concerns,unblinded,Other,465,Mixed,,N,,,,,,,,,,,consistent
369_pub,369,2,NCT04362085; NCT04444700,Yes,https://www.bmj.com/content/375/bmj.n2400 https://www.medrxiv.org/content/10.1101/2021.07.08.21259351v3,RAPID,Sholzberg M,BMJ,2021,published paper,10/14/2021,Unblinded,5/29/2020,Multicenter,Public/non profit,"Task 54, Department of National Defence; St. Michael���s Hospital Foundation; St. Joseph���s Health Centre Foundation; 2020 TD Community Health Solutions Fund ��� COVID-19 Research Grant; Michael Garron Hospital; The Ottawa Hospital Foundation COVID-19 Emergency Response Fund; INVENT Kickstarter Award; Science Foundation Ireland, Enterprise Ireland, IDA Ireland COVID-19 Rapid Response Funding; SEAMO COVID-19 Innovation Fund; National Institute of General Medical Sciences, NIH; University of Vermont Medical Center Fund Grant; King Saud University",Moderate/Severe,"Brazil, Canada, Ireland, Saudi Arabia, UAE, USA",Control,Prophylactic Heparin,237,237,18,*,28,*,*,*,*,38,*,28,*,*,*,*,Some concerns,unblinded,Other,465,Mixed,,N,,,,,,,,,,,consistent
372_preprint,372,2,NCT04509973,Yes,https://www.medrxiv.org/content/10.1101/2021.07.22.21260755v1,COVID STEROID 2,Munch M,medRxiv,2021,preprint,7/24/2021,quadruple blinding,8/27/2020,Multicenter,Mixed,This trial was funded by the Novo Nordisk Foundation and supported by the Research Council at Rigshospitalet.,Severe/Critical,"Denmark, India, Sweden and Switzerland",Treatment,Dexamethasone 12mg,*,497,133,*,28,*,*,*,*,*,*,*,*,70,497,*,Some concerns,blinded,Industry_Mixed,1000,Mixed,,N,,,,N,N,longer fu,nrando,N,"mort, SAE",N,exclude_diffanalysis
372_preprint,372,2,NCT04509973,Yes,https://www.medrxiv.org/content/10.1101/2021.07.22.21260755v1,COVID STEROID 2,Munch M,medRxiv,2021,preprint,7/24/2021,quadruple blinding,8/27/2020,Multicenter,Mixed,This trial was funded by the Novo Nordisk Foundation and supported by the Research Council at Rigshospitalet.,Severe/Critical,"Denmark, India, Sweden and Switzerland",Control,Dexamethasone 6mg,*,485,155,*,28,*,*,*,*,*,*,*,*,85,485,*,Some concerns,blinded,Industry_Mixed,1000,Mixed,,N,,,,N,N,longer fu,nrando,N,"mort, SAE",N,exclude_diffanalysis
372_pub,372,1,NCT04509973,Yes,https://pubmed.ncbi.nlm.nih.gov/34673895/ https://www.medrxiv.org/content/10.1101/2021.07.22.21260755v1,COVID STEROID 2,Munch M,JAMA,2021,published paper,10/21/2021,quadruple blinding,8/27/2020,Multicenter,Mixed,This trial was funded by the Novo Nordisk Foundation and supported by the Research Council at Rigshospitalet.,Severe/Critical,"Denmark, India, Sweden and Switzerland",Treatment,Dexamethasone 12mg,503,491,133,*,28,*,*,*,*,*,*,*,*,70,497,*,Some concerns,blinded,Industry_Mixed,1000,Mixed,,N,,,,N,N,longer fu,nrando,N,"mort, SAE",N,exclude_diffanalysis
372_pub,372,2,NCT04509973,Yes,https://pubmed.ncbi.nlm.nih.gov/34673895/ https://www.medrxiv.org/content/10.1101/2021.07.22.21260755v1,COVID STEROID 2,Munch M,JAMA,2021,published paper,10/21/2021,quadruple blinding,8/27/2020,Multicenter,Mixed,This trial was funded by the Novo Nordisk Foundation and supported by the Research Council at Rigshospitalet.,Severe/Critical,"Denmark, India, Sweden and Switzerland",Control,Dexamethasone 6mg,497,480,155,*,28,*,*,*,*,*,*,*,*,85,485,*,Some concerns,blinded,Industry_Mixed,1000,Mixed,,N,,,,N,N,longer fu,nrando,N,"mort, SAE",N,exclude_diffanalysis
377_preprint,377,2,NCT04476979,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3909736,CORIMUNO-TOCIDEX,Hermine O,SSRN,2021,preprint,8/23/2021,Unblinded,7/24/2020,Multicenter,Public/non profit,"Ministry of Health, Programme Hospitalier de Recherche Clinique; Fondation de l���Assistance Publique ��� Ho��pitaux de Paris, Alliance Tous Unis Contre le Virus;  Fe��de��ration pour la Recherche Me��dicale",Moderate,"France, French Guyana",Treatment,TCZ+Dex,226,224,15,*,28,Discharge,186,*,28,27,*,14,147,48,224,28,Some concerns,unblinded,Other,453,HIC,,,,,,,,,,,,,consistent
377_preprint,377,2,NCT04476979,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3909736,CORIMUNO-TOCIDEX,Hermine O,SSRN,2021,preprint,8/23/2021,Unblinded,7/24/2020,Multicenter,Public/non profit,"Ministry of Health, Programme Hospitalier de Recherche Clinique; Fondation de l���Assistance Publique ��� Ho��pitaux de Paris, Alliance Tous Unis Contre le Virus;  Fe��de��ration pour la Recherche Me��dicale",Moderate,"France, French Guyana",Control,Dexamethasone,227,226,19,*,28,Discharge,169,*,28,32,*,14,139,56,226,28,Some concerns,unblinded,Other,453,HIC,,,,,,,,,,,,,consistent
377_pub,377,1,NCT04476979,Yes,https://bit.ly/3JdAXD8  https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3909736,CORIMUNO-TOCIDEX,Hermine O,EClinicalMedicine,2021,published paper,3/24/2022,Unblinded,7/24/2020,Multicenter,Public/non profit,"Ministry of Health, Programme Hospitalier de Recherche Clinique; Fondation de l���Assistance Publique ��� Ho��pitaux de Paris, Alliance Tous Unis Contre le Virus;  Fe��de��ration pour la Recherche Me��dicale",Moderate,"France, French Guyana",Treatment,TCZ+Dex,226,224,15,*,28,Discharge,186,*,28,27,*,14,147,48,224,28,Some concerns,unblinded,Other,453,HIC,,,,,,,,,,,,,consistent
377_pub,377,2,NCT04476979,Yes,https://bit.ly/3JdAXD8  https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3909736,CORIMUNO-TOCIDEX,Hermine O,EClinicalMedicine,2021,published paper,3/24/2022,Unblinded,7/24/2020,Multicenter,Public/non profit,"Ministry of Health, Programme Hospitalier de Recherche Clinique; Fondation de l���Assistance Publique ��� Ho��pitaux de Paris, Alliance Tous Unis Contre le Virus;  Fe��de��ration pour la Recherche Me��dicale",Moderate,"France, French Guyana",Control,Dexamethasone,227,226,19,*,28,Discharge,169,*,28,32,*,14,139,56,226,28,Some concerns,unblinded,Other,453,HIC,,,,,,,,,,,,,consistent
388_preprint,388,2,NCT04727424,No,https://www.medrxiv.org/content/10.1101/2021.08.19.21262323v2,TOGETHER (fluv),Reis G,medRxiv,2021,preprint,8/23/2021,quadruple blinding,1/15/2021,Multicenter,Public/non profit,The trial was supported by FastGrants and The Rainwater Foundation.,Outpatients,Brazil,Treatment,Fluvoxamine,739,739,17,*,28,*,*,*,*,*,*,*,*,*,*,*,Low,blinded,Other,1472,LIC_MIC,,,,,,,N,sample size,N,N,N,mort,exclude_diffanalysis
388_preprint,388,2,NCT04727424,No, https://www.medrxiv.org/content/10.1101/2021.08.19.21262323v2,TOGETHER (fluv),Reis G,medRxiv,2021,preprint,8/23/2021,quadruple blinding,1/15/2021,Multicenter,Public/non profit,The trial was supported by FastGrants and The Rainwater Foundation.,Outpatients,Brazil,Control,Placebo,733,733,24,*,28,*,*,*,*,*,*,*,*,*,*,*,Low,blinded,Other,1472,LIC_MIC,,,,,,,N,sample size,N,N,N,mort,exclude_diffanalysis
388_pub,388,1,NCT04727424,No,https://www.sciencedirect.com/science/article/pii/S2214109X21004484?via%3Dihub#cesec120 https://www.medrxiv.org/content/10.1101/2021.08.19.21262323v2,TOGETHER (fluv),Reis G,Lancet Glob,2021,published paper,10/27/2021,quadruple blinding,1/20/2021,Multicenter,Public/non profit,FastGrants; The Rainwater Foundation.,Outpatients,Brazil,Treatment,Fluvoxamine,741,741,17,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,blinded,Other,1497,LIC_MIC,,,,,,,N,sample size,N,N,N,mort,exclude_diffanalysis
388_pub,388,2,NCT04727424,No,https://www.sciencedirect.com/science/article/pii/S2214109X21004484?via%3Dihub#cesec120 https://www.medrxiv.org/content/10.1101/2021.08.19.21262323v2,TOGETHER (fluv),Reis G,Lancet Glob,2021,published paper,10/27/2021,quadruple blinding,1/20/2021,Multicenter,Public/non profit,FastGrants; The Rainwater Foundation.,Outpatients,Brazil,Control,Placebo,756,756,25,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,blinded,Other,1497,LIC_MIC,,,,,,,N,sample size,N,N,N,mort,exclude_diffanalysis
418_preprint,418,2,NCT04377711,Yes,https://www.medrxiv.org/content/10.1101/2021.09.07.21261811v1,*,Clemency B,medRxiv,2021,preprint,9/12/2021, double blinding,6/11/2020,Multicenter,Private,"Covis Pharma GmbH; National Center for Advancing Translational Sciences of the National Institutes of Health (NIH); National Heart, Lung, and Blood Institute of the NIH",Outpatients,USA,Treatment,Ciclesonide,197,197,0,*,30,Complete alleviation of symptoms,*,*,*,*,*,*,22,*,*,60,Some concerns,blinded,Industry_Mixed,400,HIC,,,,,,,,,,,,,consistent
418_preprint,418,2,NCT04377711,Yes,https://www.medrxiv.org/content/10.1101/2021.09.07.21261811v1,*,Clemency B,medRxiv,2021,preprint,9/12/2021, double blinding,6/11/2020,Multicenter,Private,"Covis Pharma GmbH; National Center for Advancing Translational Sciences of the National Institutes of Health (NIH); National Heart, Lung, and Blood Institute of the NIH",Outpatients,USA,Control,Standard care,203,203,0,*,30,Complete alleviation of symptoms,*,*,*,*,*,*,29,*,*,60,Some concerns,blinded,Industry_Mixed,400,HIC,,,,,,,,,,,,,consistent
